#These would be double counted if included in the molecular network
#N+,e-=>N:ele_recomb:1.:0.:0.
#S+,e-=>S:ele_recomb:1.:0.:0.
#Cl+,e-=>Cl:ele_recomb:1.:0.:0.
#C+,e-=>C:ele_recomb:1.:0.:0.
#O+,e-=>O:ele_recomb:1.:0.:0.
#Si+,e-=>Si:ele_recomb:1.:0.:0.
#C,PHOTON=>C+,e-:ele_ionize:1.:0.:0.
#O,PHOTON=>O+,e-:ele_ionize:1.:0.:0.
#Si,PHOTON=>Si+,e-:ele_ionize:1.:0.:0.
#Cl,PHOTON=>Cl+,e-:ele_ionize:1.:0.:0.
#N,PHOTON=>N+,e-:ele_ionize:1.:0.:0.
#S,PHOTON=>S+,e-:ele_ionize:1.:0.:0.
# >>chng 06 Feb 28 -- NPA.  Charge transfer between S+, Si+, and C+ and Mg/Fe is 
#	 * sometimes important in molecular abundance determinations.  We therefore include them here.  Someday, we may need to 
#	 * include Mg and Fe in the molecular network, but for now include the reaction in the existing heavy element
#	 * network 
NH2,CN+=>CN,NH2+:hmrate:9.1e-10:0:0 # UMIST   
NH2,N2+=>N2,NH2+:hmrate:8.9e-10:0:0 # UMIST   
NH2+,NO=>NO+,NH2:hmrate:7.0e-10:0:0 # UMIST   
NH2,O2+=>O2,NH2+:hmrate:8.7e-10:0:0 # UMIST   
NH2+,S=>S+,NH2:hmrate:4.4e-10:0:0 # UMIST   
CH4+,NH3=>NH3+,CH4:hmrate:1.65e-9:0:0 # UMIST   
CH4+,OCS=>OCS+,CH4:hmrate:4.2e-10:0:0 # UMIST   
OH+,NH3=>NH3+,OH:hmrate:1.2e-9:0:0 # UMIST   
OH,CN+=>CN,OH+:hmrate:6.4e-10:0:0 # UMIST   
OH,N2+=>N2,OH+:hmrate:6.3e-10:0:0 # UMIST   
OH+,NO=>NO+,OH:hmrate:3.59e-10:0:0 # UMIST   
NH3,H2O+=>H2O,NH3+:hmrate:2.21e-9:0:0 # UMIST   
NH3,HCN+=>HCN,NH3+:hmrate:1.68e-9:0:0 # UMIST   
NH3,N2+=>N2,NH3+:hmrate:1.9e-9:0:0 # UMIST   
NH3+,Si=>Si+,NH3:hmrate:1.9e-9:0:0 # UMIST   
NH3+,NO=>NO+,NH3:hmrate:7.2e-10:0:0 # UMIST   
NH3,O2+=>O2,NH3+:hmrate:2.0e-9:0:0 # UMIST   
NH3,S+=>S,NH3+:hmrate:1.44e-9:0:0 # UMIST   
NH3,HS+=>HS,NH3+:hmrate:5.25e-10:0:0 # UMIST   
NH3,SO+=>SO,NH3+:hmrate:1.3e-9:0:0 # UMIST   
H2O,HCN+=>HCN,H2O+:hmrate:1.8e-9:0:0 # UMIST   
H2O,N2+=>N2,H2O+:hmrate:2.3e-9:0:0 # UMIST   
H2O+,NO=>NO+,H2O:hmrate:2.7e-10:0:0 # UMIST   
CN+,HCN=>HCN+,CN:hmrate:1.79e-9:0:0 # UMIST   
CN,N2+=>N2,CN+:hmrate:1.0e-10:0:0 # UMIST   
CN+,NO=>NO+,CN:hmrate:5.7e-10:0:0 # UMIST   
CN+,O2=>O2+,CN:hmrate:2.58e-10:0:0 # UMIST   
CN+,S=>S+,CN:hmrate:1.1e-9:0:0 # UMIST   
HCN,N2+=>N2,HCN+:hmrate:3.9e-10:0:0 # UMIST   
HCN+,NO=>NO+,HCN:hmrate:8.1e-10:0:0 # UMIST   
HCN+,O2=>O2+,HCN:hmrate:3.2e-10:0:0 # UMIST   
HCN+,S=>S+,HCN:hmrate:5.7e-10:0:0 # UMIST   
N2+,NO=>NO+,N2:hmrate:4.4e-10:0:0 # UMIST   
N2+,O2=>O2+,N2:hmrate:5.e-11:0:0 # UMIST   
N2+,S=>S+,N2:hmrate:1.1e-9:0:0 # UMIST   
Si,NO+=>NO,Si+:hmrate:1.6e-9:0:0 # UMIST   
Si,HS+=>HS,Si+:hmrate:1.4e-9:0:0 # UMIST   
Si,CS+=>CS,Si+:hmrate:1.5e-10:0:0 # UMIST   
NO,HNO+=>HNO,NO+:hmrate:7.0e-10:0:0 # UMIST   
NO,O2+=>O2,NO+:hmrate:4.5e-10:0:0 # UMIST   
NO,S+=>S,NO+:hmrate:3.7e-10:0:0 # UMIST   
NO,HS+=>HS,NO+:hmrate:4.5e-10:0:0 # UMIST   
NO,SiO+=>SiO,NO+:hmrate:7.2e-10:0:0 # UMIST   
NO,S2+=>S2,NO+:hmrate:5.1e-10:0:0 # UMIST   
O2+,NO2=>NO2+,O2:hmrate:6.6e-10:0:0 # UMIST   
S,HS+=>HS,S+:hmrate:9.7e-10:0:0 # UMIST   
C,N=>CN,PHOTON:hmrate:1.e-17:0:0 # UMIST   
C,S=>CS,PHOTON:hmrate:4.36E-19:0.22:0 # UMIST   
C+,S=>CS+,PHOTON:hmrate:3.07E-19:0.15:0 # UMIST   
N+,N=>N2+,PHOTON:hmrate:3.71E-18:0.24:26.1 # UMIST   
CH,N+=>N,CH+:hmrate:3.6e-10:0:0 # UMIST   
CH+,S=>S+,CH:hmrate:4.7e-10:0:0 # UMIST   
N+,CH2=>CH2+,N:hmrate:1.0e-9:0:0 # UMIST   
N+,CH4=>CH4+,N:hmrate:2.8e-11:0:0 # UMIST   
N+,OH=>OH+,N:hmrate:3.7e-10:0:0 # UMIST   
N+,H2O=>H2O+,N:hmrate:2.8e-9:0:0 # UMIST   
N+,O2=>O2+,N:hmrate:3.11e-10:0:0 # UMIST   
OH+,S=>S+,OH:hmrate:4.3e-10:0:0 # UMIST   
H2O+,S=>S+,H2O:hmrate:4.3e-10:0:0 # UMIST   
Si,S+=>S,Si+:hmrate:1.6e-9:0:0 # UMIST   
O2+,S=>S+,O2:hmrate:5.4e-10:0:0 # UMIST   
O,CCl=>ClO,C:hmrate:0.000000000138:0:16050 # UMIST   
O,ClO=>Cl,O2:hmrate:0.000000000038:0:0 # UMIST   
C+,HCl=>CCl+,H:hmrate:0.0000000011:0:0 # UMIST   
CH3+,HCl=>H2CCl+,H2:hmrate:0.0000000013:0:0 # UMIST   
H2O,H2Cl+=>HCl,H3O+:hmrate:0.000000002:0:0 # UMIST   
C+,CCl=>CCl+,C:hmrate:0.000000001:0:0 # UMIST   
C+,ClO=>ClO+,C:hmrate:0.000000001:0:0 # UMIST   
O2,Cl+=>Cl,O2+:hmrate:0.00000000046:0:0 # UMIST   
C,NH2=>HNC,H:hmrate:0.0000000000326:-0.1:-9 
N,CH2=>HNC,H:hmrate:0.0000000000789:0.17:0 
CH+,HNC=>HCNH+,C:hmrate:0.0000000018:0:0 
CH,HCNH+=>HNC,CH2+:hmrate:0.000000000315:0:0 
CH2,HCNH+=>HNC,CH3+:hmrate:0.000000000435:0:0 
NH+,HNC=>HCNH+,N:hmrate:0.0000000018:0:0 
NH2+,HNC=>HCNH+,NH:hmrate:0.0000000012:0:0 
NH2,HCNH+=>HNC,NH3+:hmrate:0.000000000445:0:0 
OH+,HNC=>HCNH+,O:hmrate:0.0000000012:0:0 
NH3,HCNH+=>HNC,NH4+:hmrate:0.0000000011:0:0 
CH5+,HNC=>HCNH+,CH4:hmrate:0.0000000012:0:0 
H2O+,HNC=>HCNH+,OH:hmrate:0.0000000011:0:0 
H3O+,HNC=>HCNH+,H2O:hmrate:0.000000004:0:0 
HCN+,HNC=>HCNH+,CN:hmrate:0.000000001:0:0 
HNC,HNO+=>NO,HCNH+:hmrate:0.00000000099:0:0 
HNC,HS+=>S,HCNH+:hmrate:0.00000000086:0:0 
CH+,HCN=>HCNH+,C:hmrate:0.0000000018:0:0 
CH,HCNH+=>HCN,CH2+:hmrate:0.000000000315:0:0 
N+,CH4=>HCNH+,H,H:hmrate:0.00000000038:0:0 
CH2,HCNH+=>HCN,CH3+:hmrate:0.000000000435:0:0 
NH,CH3+=>HCNH+,H2:hmrate:0.00000000074:0:0 
NH+,HCN=>HCNH+,N:hmrate:0.0000000018:0:0 
NH2+,HCN=>HCNH+,NH:hmrate:0.0000000012:0:0 
NH2,HCNH+=>HCN,NH3+:hmrate:0.000000000445:0:0 
CH4,HCN+=>HCNH+,CH3:hmrate:0.00000000104:0:0 
OH+,HCN=>HCNH+,O:hmrate:0.0000000012:0:0 
NH3,HCN+=>HCNH+,NH2:hmrate:0.00000000084:0:0 
NH3,HCNH+=>HCN,NH4+:hmrate:0.0000000011:0:0 
CH5+,HCN=>HCNH+,CH4:hmrate:0.0000000012:0:0 
H2O+,HCN=>HCNH+,OH:hmrate:0.0000000011:0:0 
H3O+,HCN=>HCNH+,H2O:hmrate:0.000000004:0:0 
HCN+,HCN=>HCNH+,CN:hmrate:0.0000000016:0:0 
HCN,HNO+=>NO,HCNH+:hmrate:0.00000000099:0:0 
HCN,HS+=>S,HCNH+:hmrate:0.00000000086:0:0 
C,CH2=>C2H,H:hmrate:0.00000000005:0.5:0 
O+,C2H=>CO+,CH:hmrate:0.00000000046:0:0 
C2H,CO+=>HCO+,C2:hmrate:0.00000000039:0:0 
C,CH2+=>C2H+,H:hmrate:0.0000000012:0:0 
C,CH3+=>C2H+,H2:hmrate:0.0000000012:0:0 
C2,HCN+=>CN,C2H+:hmrate:0.00000000084:0:0 
C2,HNO+=>NO,C2H+:hmrate:0.00000000082:0:0 
C2H,CN+=>CN,C2H+:hmrate:0.0000000008:0:0 
C2H,N2+=>N2,C2H+:hmrate:0.00000000079:0:0 
C2H+,HCN=>HCNH+,C2:hmrate:0.0000000014:0:0 
C2H+,HNC=>HCNH+,C2:hmrate:0.0000000014:0:0 
C2H+,NO=>NO+,C2H:hmrate:0.00000000012:0:0 
C2H+,S=>S+,C2H:hmrate:0.0000000012:0:0 
CH,C2H+=>C2,CH2+:hmrate:0.00000000032:0:0 
CH2,C2H+=>C2,CH3+:hmrate:0.00000000044:0:0 
CH4,C2+=>C2H+,CH3:hmrate:0.000000000238:0:0 
CH5+,C2=>C2H+,CH4:hmrate:0.00000000095:0:0 
CH+,CH2=>C2H+,H2:hmrate:0.000000001:0:0 
C+,CH2=>C2H+,H:hmrate:0.000000000434:-0.5:0 
C+,CH3=>C2H+,H2:hmrate:0.000000001:0:0 
H2O,C2+=>C2H+,OH:hmrate:0.00000000044:0:0 
H2O+,C2=>C2H+,OH:hmrate:0.00000000047:0:0 
H2O+,C2H=>C2H+,H2O:hmrate:0.00000000044:0:0 
H3O+,C2=>C2H+,H2O:hmrate:0.00000000092:0:0 
N,C2H+=>CN,CH+:hmrate:0.00000000009:0:0 
NH,C2+=>C2H+,N:hmrate:0.00000000033:0:0 
NH2,C2H+=>C2,NH3+:hmrate:0.00000000046:0:0 
NH2+,C2=>C2H+,NH:hmrate:0.00000000097:0:0 
NH3,C2H+=>C2,NH4+:hmrate:0.00000000055:0:0 
NH+,C2=>C2H+,N:hmrate:0.00000000049:0:0 
N+,C2H=>C2H+,N:hmrate:0.00000000095:0:0 
O,C2H+=>HCO+,C:hmrate:0.00000000033:0:0 
OH+,C2=>C2H+,O:hmrate:0.00000000048:0:0 
OH+,C2H=>C2H+,OH:hmrate:0.00000000045:0:0 
O+,C2H=>C2H+,O:hmrate:0.00000000046:0:0 
C+,C2H=>C3+,H:hmrate:0.000000001:0:0 
CH+,C2H=>C3+,H2:hmrate:0.00000000098:0:0 
C2+,C2=>C3+,C:hmrate:0.00000000087:0:0 
CH+,C2=>C3+,H:hmrate:0.000000001:0:0 
CH,C2+=>C3+,H:hmrate:0.00000000032:0:0 
C,C2H+=>C3+,H:hmrate:0.0000000011:0:0 
C,C2H2=>C3H,H:hmrate:0.0000000002:0:0 
C,C2H2+=>C3H+,H:hmrate:0.0000000011:0:0 
C2H,HCN+=>C2H2+,CN:hmrate:0.00000000079:0:0 
C2H2+,HCN=>HCNH+,C2H:hmrate:0.00000000023:0:0 
C2H2+,NO=>NO+,C2H2:hmrate:0.00000000012:0:0 
C2H+,HCN=>C2H2+,CN:hmrate:0.0000000014:0:0 
CH,C2H+=>C3H+,H:hmrate:0.00000000032:0:0 
CH,CH3+=>C2H2+,H2:hmrate:0.00000000071:0:0 
CH2,C2+=>C3H+,H:hmrate:0.00000000045:0:0 
CH2,CH2=>C2H2,H,H:hmrate:0.00000000018:0:400 
CH2,CH2=>C2H2,H2:hmrate:0.00000000263:0:6013 
CH3+,C2=>C3H+,H2:hmrate:0.00000000099:0:0 
CH4,C2H+=>C2H2+,CH3:hmrate:0.000000000374:0:0 
CH4,C2+=>C2H2+,CH2:hmrate:0.000000000182:0:0 
CH4,C2+=>C3H+,H2,H:hmrate:0.000000000196:0:0 
CH4+,C2H2=>C2H2+,CH4:hmrate:0.00000000113:0:0 
CH5+,C2H=>C2H2+,CH4:hmrate:0.0000000009:0:0 
CH+,CH4=>C2H2+,H2,H:hmrate:0.000000000143:0:0 
C+,C2H2=>C3H+,H:hmrate:0.0000000022:0:0 
C+,CH3=>C2H2+,H:hmrate:0.0000000013:0:0 
C+,CH4=>C2H2+,H2:hmrate:0.0000000004:0:0 
H2O,C2H2+=>C2H,H3O+:hmrate:0.00000000022:0:0 
H2O,C3H+=>HCO+,C2H2:hmrate:0.00000000027:0:0 
H2O+,C2H=>C2H2+,OH:hmrate:0.00000000044:0:0 
H2O+,C2H2=>C2H2+,H2O:hmrate:0.0000000019:0:0 
H3O+,C3=>C3H+,H2O:hmrate:0.000000002:0:0 
N,C2H2+=>HCN,CH+:hmrate:0.000000000025:0:0 
NH2,C2H2+=>C2H,NH3+:hmrate:0.00000000045:0:0 
NH2+,C2H=>C2H2+,NH:hmrate:0.00000000091:0:0 
NH3,C2H2+=>C2H,NH4+:hmrate:0.0000000011:0:0 
NH3,C2H2+=>C2H2,NH3+:hmrate:0.0000000021:0:0 
NH3,C3H+=>C3,NH4+:hmrate:0.0000000008:0:0 
NH3,C3H+=>C3H,NH3+:hmrate:0.00000000032:0:0 
NH3+,C2=>C2H2+,NH:hmrate:0.00000000001:0:0 
NH+,C2H=>C2H2+,N:hmrate:0.0000000014:0:0 
NO,C3H+=>C3H,NO+:hmrate:0.00000000013:0:0 
O,C2H2=>C2H,OH:hmrate:0.0000000053:0:8520 
O,C2H2+=>HCO+,CH:hmrate:0.000000000085:0:0 
OH,C2H2=>C2H,H2O:hmrate:0.000000000000105:2.68:6060 
OH+,C2H=>C2H2+,O:hmrate:0.00000000045:0:0 
O+,C2H2=>C2H2+,O:hmrate:0.000000000039:0:0 
C,C2H3+=>C3H+,H2:hmrate:0.000000001:0:0 
C2H,C2H3+=>C2H2+,C2H2:hmrate:0.00000000033:0:0 
CH2,CH3+=>C2H3+,H2:hmrate:0.00000000099:0:0 
CH4,C3H+=>C2H3+,C2H2:hmrate:0.000000000612:0:0 
CH4,HCN+=>C2H3+,NH2:hmrate:0.00000000026:0:0 
CH4+,C2H2=>C2H3+,CH3:hmrate:0.00000000125:0:0 
CH5+,C2H2=>C2H3+,CH4:hmrate:0.0000000016:0:0 
CH+,CH4=>C2H3+,H2:hmrate:0.00000000109:0:0 
C+,CH4=>C2H3+,H:hmrate:0.0000000011:0:0 
H2O,C2H3+=>C2H2,H3O+:hmrate:0.00000000111:0:0 
HCN,C2H3+=>HCNH+,C2H2:hmrate:0.0000000029:0:0 
HNC,C2H3+=>HCNH+,C2H2:hmrate:0.0000000029:0:0 
NH3,C2H3+=>C2H2,NH4+:hmrate:0.0000000025:0:0 
O,C2H3+=>HCO+,CH2:hmrate:0.0000000001:0:0 
C,CH=>C2,H:hmrate:6.59e-11:0:0 # UMIST	 
C,CN=>C2,N:hmrate:4.98e-10:0:18116 # UMIST	 
C,CS=>S,C2:hmrate:1.44e-11:0.5:20435 # UMIST	 
C2,S=>CS,C:hmrate:1.73e-11:0.5:0 # UMIST	 
NH+,C2=>HCN+,C:hmrate:4.9e-10:0:0 # UMIST	 
O+,C2=>CO+,C:hmrate:4.8e-10:0:0 # UMIST	 
C+,S=>C,S+:hmrate:1.0e-9:0:0 # UMIST	 
C2,S+=>CS+,C:hmrate:8.1e-10:0:0 # UMIST	 
C,C2+=>C2,C+:hmrate:1.1e-10:0:0 # UMIST	 
CH,C2+=>C2,CH+:hmrate:3.2e-10:0:0 # UMIST	 
N+,C2=>C2+,N:hmrate:1.0e-9:0:0 # UMIST	 
CH2,C2+=>C2,CH2+:hmrate:4.5e-10:0:0 # UMIST	 
O+,C2=>C2+,O:hmrate:4.8e-10:0:0 # UMIST	 
NH2,C2+=>C2,NH2+:hmrate:4.6e-10:0:0 # UMIST	 
OH+,C2=>C2+,OH:hmrate:4.8e-10:0:0 # UMIST	 
OH,C2+=>C2,OH+:hmrate:6.5e-10:0:0 # UMIST	 
H2O+,C2=>C2+,H2O:hmrate:4.7e-10:0:0 # UMIST	 
C2,CN+=>CN,C2+:hmrate:8.5e-10:0:0 # UMIST	 
C2,N2+=>N2,C2+:hmrate:8.4e-10:0:0 # UMIST	 
C2+,NO=>NO+,C2:hmrate:3.4e-10:0:0 # UMIST	 
C2,O2+=>O2,C2+:hmrate:4.1e-10:0:0 # UMIST	 
C2+,S=>S+,C2:hmrate:5.8e-10:0:0 # UMIST	 
C,C=>C2,PHOTON:hmrate:4.36E-18:0.35:161.3 # UMIST	 
C,CH+=>C2+,H:hmrate:1.2e-9:0:0 # UMIST	 
CH+,CH=>C2+,H2:hmrate:7.4e-10:0:0 # UMIST	 
N,C2+=>CN,C+:hmrate:4.0e-11:0:0 # UMIST	 
O,C2+=>CO+,C:hmrate:3.1e-10:0:0 # UMIST	 
C2+,S=>CS+,C:hmrate:5.8e-10:0:0 # UMIST	 
C+,C=>C2+,PHOTON:hmrate:4.01E-18:0.17:101.5 # UMIST	 
C,CH2=>CH,CH:hmrate:2.69e-12:0:23550 # UMIST	 
C,H2O+=>OH,CH+:hmrate:1.1e-9:0:0 # UMIST	 
C,H3O+=>HCO+,H2:hmrate:1.0e-11:0:0 # UMIST	 
C,O2+=>O2,C+:hmrate:5.2e-11:0:0 # UMIST	 
C,O2+=>CO+,O:hmrate:5.2e-11:0:0 # UMIST	 
C,OH=>O,CH:hmrate:2.25e-11:0.5:14800 # UMIST	 
C,OH+=>O,CH+:hmrate:1.2e-9:0:0 # UMIST	 
C+,CH2=>CH2+,C:hmrate:5.2e-10:0:0 # UMIST	 
C+,H2O=>HCO+,H:hmrate:9.0e-10:0:0 # UMIST	 
C+,O=>CO+,PHOTON:hmrate:2.5E-18:0:0 # UMIST	 
C+,O2=>CO+,O:hmrate:3.8e-10:0:0 # UMIST	 
O,CH=>OH,C:hmrate:2.52e-11:0:2381 # UMIST	 
O,CH=>HCO+,e-:hmrate:2.0e-11:0.44:0 # UMIST	 
O,CH+=>CO+,H:hmrate:3.5e-10:0:0 # UMIST	 
O,CH2=>OH,CH:hmrate:4.98e-10:0:6000 # UMIST	 
O,CH2+=>HCO+,H:hmrate:7.5e-10:0:0 # UMIST	 
O,H2O=>OH,OH:hmrate:1.85e-11:0.95:8571 # UMIST	 
O,H2O+=>O2+,H2:hmrate:4.0e-11:0:0 # UMIST	 
O,O=>O2,PHOTON:hmrate:4.9E-20:1.58:0 # UMIST	 
O,OH=>O2,H:hmrate:4.34e-11:-0.5:30 # UMIST	 
O,OH+=>O2+,H:hmrate:7.1e-10:0:0 # UMIST	 
O,Si=>SiO,PHOTON:hmrate:5.52E-18:0.31:0 # UMIST	 
O,Si+=>SiO+,PHOTON:hmrate:1.e-17:0:0 # UMIST	 
O,SiH=>SiO,H:hmrate:4.0e-11:0.5:0 # UMIST	 
O,SiH2+=>SiOH+,H:hmrate:6.3e-10:0:0 # UMIST	 
O,SiO+=>O2,Si+:hmrate:2.0e-10:0:0 # UMIST	 
O+,CH=>O,CH+:hmrate:3.5e-10:0:0 # UMIST	 
O+,CH=>CO+,H:hmrate:3.5e-10:0:0 # UMIST	 
O+,CH2=>O,CH2+:hmrate:9.7e-10:0:0 # UMIST	 
O+,H2O=>H2O+,O:hmrate:3.2e-9:0:0 # UMIST	 
O+,O2=>O2+,O:hmrate:1.9e-11:0:0 # UMIST	 
O+,OH=>O2+,H:hmrate:3.6e-10:0:0 # UMIST	 
O+,OH=>OH+,O:hmrate:3.6e-10:0:0 # UMIST	 
Si,CH+=>Si+,CH:hmrate:2.0e-10:0:0 # UMIST	 
Si,H2O+=>Si+,H2O:hmrate:3.0e-9:0:0 # UMIST	 
Si,OH=>SiO,H:hmrate:2.0e-10:0.5:0 # UMIST	 
Si,O2+=>O2,Si+:hmrate:1.6e-9:0:0 # UMIST	 
Si+,H2O=>SiOH+,H:hmrate:2.3e-10:0:0 # UMIST	 
Si+,OH=>SiO+,H:hmrate:6.3e-10:0:0 # UMIST	 
Si+,O2=>SiO+,O:hmrate:1.e-13:0:0 # UMIST	 
CH,CO+=>HCO+,C:hmrate:3.2e-10:0:0 # UMIST	 
CH,H2O+=>H2O,CH+:hmrate:3.4e-10:0:0 # UMIST	 
CH,H2O+=>OH,CH2+:hmrate:3.4e-10:0:0 # UMIST	 
CH,H3O+=>H2O,CH2+:hmrate:6.8e-10:0:0 # UMIST	 
CH,O2+=>O2,CH+:hmrate:3.1e-10:0:0 # UMIST	 
CH,O2+=>HCO+,O:hmrate:3.1e-10:0:0 # UMIST	 
CH,OH+=>OH,CH+:hmrate:3.5e-10:0:0 # UMIST	 
CH,OH+=>O,CH2+:hmrate:3.5e-10:0:0 # UMIST	 
CH,SiO+=>HCO+,Si:hmrate:5.9e-10:0:0 # UMIST	 
CH+,H2O=>H3O+,C:hmrate:5.8e-10:0:0 # UMIST	 
CH+,H2O=>HCO+,H2:hmrate:2.9e-9:0:0 # UMIST	 
CH+,O2=>HCO+,O:hmrate:9.7e-10:0:0 # UMIST	 
CH+,OH=>CO+,H2:hmrate:7.5e-10:0:0 # UMIST	 
CH+,O2=>CO+,OH:hmrate:1.0e-11:0:0 # UMIST	 
CH2,CO+=>HCO+,CH:hmrate:4.3e-10:0:0 # UMIST	 
CH2,H2O+=>H2O,CH2+:hmrate:4.7e-10:0:0 # UMIST	 
CH2,H2O+=>OH,CH3+:hmrate:4.7e-10:0:0 # UMIST	 
CH2,H3O+=>H2O,CH3+:hmrate:9.4e-10:0.:0. # UMIST	 
CH2,O2+=>O2,CH2+:hmrate:4.3e-10:0.:0. # UMIST	 
# Orphaned comment which was sitting above this reaction... 
# >>chng 06 Apr 13, add N2H+ to chemistry.  Leading coefficient
# is branching ratio for this reaction, which is taken from:
# >>refer	mole	Geppert, W. D. et al. 2005, ApJ, 609, 459 
CH2,OH=>H2O,CH:hmrate:1.44e-11:0.5:3000 # UMIST	 
CH2,OH+=>OH,CH2+:hmrate:4.8e-10:0.:0. # UMIST	 
CH2,OH+=>O,CH3+:hmrate:4.8e-10:0.:0. # UMIST	 
CH2+,O2=>HCO+,OH:hmrate:9.1e-10:0.:0. # UMIST	 
H2O,CO+=>HCO+,OH:hmrate:8.84e-10:0.:0. # UMIST	 
H2O+,H2O=>H3O+,OH:hmrate:2.1e-9:0.:0. # UMIST	 
H2O+,O2=>O2+,H2O:hmrate:4.6e-10:0.:0. # UMIST	 
H3O+,SiH=>SiH2+,H2O:hmrate:9.7e-10:0.:0. # UMIST	 
H3O+,SiO=>SiOH+,H2O:hmrate:2.0e-9:0.:0. # UMIST	 
OH,CO+=>HCO+,O:hmrate:3.1e-10:0:0 # UMIST	 
OH,H2O+=>H3O+,O:hmrate:6.9e-10:0:0 # UMIST	 
OH,OH=>H2O,O:hmrate:1.65e-12:1.14:50 # UMIST	 
OH+,H2O=>H3O+,O:hmrate:1.3e-9:0:0 # UMIST	 
OH+,H2O=>H2O+,OH:hmrate:1.59e-9:0:0 # UMIST	 
OH+,O2=>O2+,OH:hmrate:5.9e-10:0:0 # UMIST	 
OH+,OH=>H2O+,O:hmrate:7.0e-10:0:0 # UMIST	 
OH+,SiH=>SiH2+,O:hmrate:1.0e-9:0:0 # UMIST	 
OH+,SiO=>SiOH+,O:hmrate:9.4e-10:0:0 # UMIST	 
C,CH5+=>CH4,CH+:hmrate:1.2e-9:0:0 # UMIST     
O,CH4=>OH,CH3:hmrate:2.29e-12:2.2:3820 # UMIST     
O,CH4+=>OH,CH3+:hmrate:1.0e-9:0:0 # UMIST     
O,CH5+=>H3O+,CH2:hmrate:2.2e-10:0:0 # UMIST     
O+,CH4=>OH,CH3+:hmrate:1.1e-10:0:0 # UMIST     
O+,CH4=>CH4+,O:hmrate:8.9e-10:0:0 # UMIST     
CH4,CH=>CH3,CH2:hmrate:2.28e-11:0.7:3000 # UMIST     
CH5+,CH=>CH4,CH2+:hmrate:6.9e-10:0:0 # UMIST     
CH2,CH2=>CH3,CH:hmrate:4.0e-10:0:5000 # UMIST     
CH4,CH2=>CH3,CH3:hmrate:7.13e-12:0:5050 # UMIST     
OH,CH2=>O,CH3:hmrate:1.44e-11:0.5:3000 # UMIST     
CH5+,CH2=>CH4,CH3+:hmrate:9.6e-10:0:0 # UMIST     
OH,CH3=>CH4,O:hmrate:3.27e-14:2.2:2240 # UMIST     
OH,CH3=>H2O,CH2:hmrate:1.2e-10:0:1400 # UMIST     
H2O,CH3=>OH,CH4:hmrate:2.3e-15:3.47:6681 # UMIST     
CH3,CH3=>CH4,CH2:hmrate:7.13e-12:0:5052 # UMIST     
OH,CH4=>H2O,CH3:hmrate:3.77e-13:2.42:1162 # UMIST     
OH+,CH4=>CH5+,O:hmrate:1.95e-10:0:0 # UMIST     
OH+,CH4=>H3O+,CH2:hmrate:1.31e-9:0:0 # UMIST     
H2O+,CH4=>H3O+,CH3:hmrate:1.4e-9:0:0 # UMIST     
CO+,CH4=>HCO+,CH3:hmrate:4.55e-10:0:0 # UMIST     
CH4,CH4+=>CH5+,CH3:hmrate:1.5e-9:0:0 # UMIST     
H2O,CH4+=>H3O+,CH3:hmrate:2.6e-9:0:0 # UMIST     
O2,CH4+=>O2+,CH4:hmrate:4.0e-10:0:0 # UMIST     
H2O,CH5+=>H3O+,CH4:hmrate:3.7e-9:0:0 # UMIST     
CH5+,OH=>H2O+,CH4:hmrate:7.0e-10:0:0 # UMIST     
C,NH=>N,CH:hmrate:1.73e-11:0.5:4000 # UMIST   
C,NH=>CN,H:hmrate:1.1e-10:0.5:0 # UMIST   
C,N2=>CN,N:hmrate:8.69e-11:0:22600 # UMIST   
C,NO=>CN,O:hmrate:4.8e-11:0:0 # UMIST   
C,HS=>S,CH:hmrate:1.2e-11:0.58:5880 # UMIST   
C,HS=>CS,H:hmrate:2.0e-11:0:0 # UMIST   
C,NS=>S,CN:hmrate:2.0e-11:0.5:0 # UMIST   
C,NS=>CS,N:hmrate:1.73e-11:0.5:4000 # UMIST   
C,S2=>CS,S:hmrate:1.73e-11:0.5:0 # UMIST   
CH,N=>NH,C:hmrate:3.03e-11:0.65:1207 # UMIST   
CH,N2=>HCN,N:hmrate:0.00000000000056:0.88:10128 # UMIST   
CH,NO=>HCN,O:hmrate:5.59e-9:0:10814 # UMIST   
CH,NO=>CN,OH:hmrate:2.32E-26:0:0 # UMIST   
CH,NO=>OCN,H:hmrate:1.13E-25:0:0 # UMIST   
CH,HNO=>NO,CH2:hmrate:1.73e-11:0.5:0 # UMIST   
CH,S=>HS,C:hmrate:1.73e-11:0.5:4000 # UMIST   
CH,S=>CS,H:hmrate:1.1e-12:0:0 # UMIST   
N,NH=>N2,H:hmrate:4.98e-11:0:0 # UMIST   
N,CH3=>HCN,H,H:hmrate:3.32e-13:0:0 # UMIST   
N,CH3=>HCN,H2:hmrate:1.3e-11:0.5:0 # UMIST   
N,OH=>O,NH:hmrate:1.88e-11:0.1:10700 # UMIST   
N,OH=>NO,H:hmrate:5.32e-11:-0.25:0 # UMIST   
N,CN=>N2,C:hmrate:3.e-10:0:0 # UMIST   
N,SiH=>SiN,H:hmrate:5.e-11:0.5:0 # UMIST   
N,NO=>N2,O:hmrate:3.75e-11:0:26 # UMIST   
